time,gFx,gFy,gFz,TgF
128.1830,0.1560,-0.1328,0.9627,0.984
128.1830,0.1560,-0.1353,0.9642,0.986
128.1870,0.1579,-0.1353,0.9646,0.987
128.1910,0.1614,-0.1333,0.9690,0.991
128.1910,0.1575,-0.1382,0.9690,0.991
128.1930,0.1570,-0.1426,0.9671,0.990
128.1980,0.1575,-0.1411,0.9666,0.989
128.2050,0.1550,-0.1411,0.9617,0.984
128.2050,0.1560,-0.1402,0.9588,0.981
128.2050,0.1594,-0.1392,0.9583,0.981
128.2100,0.1609,-0.1392,0.9583,0.982
128.2100,0.1619,-0.1392,0.9612,0.985
128.2140,0.1633,-0.1343,0.9612,0.984
128.2140,0.1638,-0.1294,0.9588,0.981
128.2180,0.1638,-0.1275,0.9573,0.980
128.2250,0.1628,-0.1275,0.9549,0.977
128.2260,0.1614,-0.1275,0.9515,0.973
128.2260,0.1619,-0.1245,0.9490,0.971
128.2300,0.1623,-0.1226,0.9475,0.969
128.2300,0.1623,-0.1216,0.9475,0.969
128.2380,0.1604,-0.1187,0.9475,0.968
128.2390,0.1604,-0.1172,0.9485,0.969
128.2390,0.1589,-0.1167,0.9500,0.970
128.2390,0.1579,-0.1157,0.9515,0.971
128.2410,0.1579,-0.1162,0.9539,0.974
128.2440,0.1579,-0.1157,0.9578,0.978
128.2480,0.1584,-0.1118,0.9598,0.979
128.2610,0.1575,-0.1104,0.9622,0.981
128.2610,0.1560,-0.1109,0.9646,0.983
128.2610,0.1565,-0.1094,0.9676,0.986
128.2610,0.1555,-0.1099,0.9729,0.991
128.2620,0.1531,-0.1104,0.9739,0.992
128.2620,0.1521,-0.1109,0.9739,0.992
128.2650,0.1501,-0.1118,0.9749,0.993
128.2650,0.1516,-0.1109,0.9769,0.995
128.2760,0.1545,-0.1060,0.9773,0.995
128.2760,0.1560,-0.1006,0.9773,0.995
128.2760,0.1545,-0.0962,0.9769,0.994
128.2760,0.1565,-0.0947,0.9764,0.993
128.2790,0.1575,-0.0938,0.9710,0.988
128.2810,0.1726,-0.0791,0.9749,0.993
128.2830,0.1780,-0.0644,0.9725,0.991
128.2860,0.1560,-0.0913,0.9422,0.959
128.2890,0.1443,-0.1192,0.9163,0.935
128.2910,0.1423,-0.1284,0.9124,0.932
128.2940,0.1521,-0.1255,0.9236,0.944
128.2950,0.1628,-0.1172,0.9490,0.970
128.2980,0.1623,-0.1084,0.9705,0.990
128.3000,0.1604,-0.1069,0.9837,1.002
128.3030,0.1614,-0.1099,0.9896,1.009
128.3060,0.1653,-0.1153,0.9915,1.012
128.3090,0.1643,-0.1187,0.9871,1.008
128.3110,0.1589,-0.1196,0.9803,1.000
128.3160,0.1570,-0.1211,0.9739,0.994
128.3170,0.1575,-0.1201,0.9725,0.992
128.3180,0.1589,-0.1226,0.9695,0.990
128.3210,0.1614,-0.1275,0.9656,0.987
128.3230,0.1638,-0.1280,0.9642,0.986
128.3280,0.1643,-0.1270,0.9622,0.984
128.3290,0.1638,-0.1260,0.9656,0.987
128.3310,0.1609,-0.1245,0.9676,0.989
128.3330,0.1614,-0.1236,0.9705,0.992
128.3360,0.1638,-0.1231,0.9734,0.995
128.3380,0.1648,-0.1226,0.9749,0.996
128.3410,0.1623,-0.1192,0.9764,0.997
128.3430,0.1594,-0.1172,0.9769,0.997
128.3450,0.1550,-0.1118,0.9764,0.995
128.3490,0.1535,-0.1109,0.9749,0.993
128.3540,0.1516,-0.1021,0.9769,0.994
128.3540,0.1477,-0.0972,0.9759,0.992
128.3560,0.1457,-0.0923,0.9803,0.995
128.3580,0.1467,-0.0894,0.9803,0.995
128.3620,0.1423,-0.0854,0.9803,0.994
128.3670,0.1418,-0.0820,0.9798,0.993
128.3670,0.1408,-0.0786,0.9783,0.992
128.3670,0.1374,-0.0752,0.9783,0.991
128.3720,0.1374,-0.0737,0.9783,0.991
128.3730,0.1360,-0.0723,0.9798,0.992
128.3760,0.1360,-0.0762,0.9842,0.996
128.3780,0.1320,-0.0747,0.9866,0.998
128.3800,0.1311,-0.0776,0.9925,1.004
128.3840,0.1316,-0.0810,0.9949,1.007
128.3850,0.1320,-0.0850,0.9974,1.010
128.3880,0.1340,-0.0879,1.0028,1.015
128.3910,0.1340,-0.0942,1.0013,1.015
128.3930,0.1360,-0.0991,1.0067,1.021
128.3960,0.1379,-0.1065,1.0101,1.025
128.4020,0.1384,-0.1128,1.0106,1.026
128.4020,0.1423,-0.1196,1.0130,1.030
128.4030,0.1428,-0.1265,1.0140,1.032
128.4080,0.1433,-0.1333,1.0135,1.032
128.4090,0.1462,-0.1402,1.0150,1.035
128.4130,0.1487,-0.1451,1.0140,1.035
128.4130,0.1511,-0.1485,1.0140,1.036
128.4190,0.1545,-0.1499,1.0140,1.037
128.4220,0.1570,-0.1539,1.0125,1.036
128.4230,0.1565,-0.1568,1.0106,1.035
128.4270,0.1570,-0.1602,1.0047,1.029
128.4310,0.1599,-0.1612,1.0013,1.027
128.4310,0.1628,-0.1607,0.9954,1.021
128.4320,0.1643,-0.1568,0.9896,1.015
128.4410,0.1633,-0.1548,0.9822,1.008
128.4420,0.1633,-0.1524,0.9744,1.000
128.4420,0.1638,-0.1514,0.9690,0.994
128.4430,0.1663,-0.1485,0.9612,0.987
128.4430,0.1648,-0.1441,0.9544,0.979
128.4610,0.1633,-0.1402,0.9515,0.975
128.4610,0.1643,-0.1358,0.9475,0.971
128.4610,0.1638,-0.1343,0.9446,0.968
128.4610,0.1643,-0.1324,0.9422,0.965
128.4620,0.1653,-0.1304,0.9412,0.964
128.4620,0.1638,-0.1299,0.9427,0.966
128.4620,0.1604,-0.1265,0.9441,0.966
128.4690,0.1584,-0.1250,0.9480,0.969
128.4690,0.1570,-0.1250,0.9495,0.970
128.4690,0.1570,-0.1250,0.9544,0.975
128.4700,0.1589,-0.1236,0.9593,0.980
128.4740,0.1565,-0.1236,0.9627,0.983
128.4740,0.1560,-0.1221,0.9666,0.987
128.4800,0.1550,-0.1221,0.9739,0.994
128.4800,0.1531,-0.1201,0.9769,0.996
128.4870,0.1521,-0.1177,0.9788,0.998
128.4870,0.1521,-0.1157,0.9803,0.999
128.4880,0.1516,-0.1143,0.9793,0.998
128.4920,0.1516,-0.1133,0.9793,0.997
128.4920,0.1526,-0.1109,0.9822,1.000
128.5000,0.1501,-0.1113,0.9808,0.998
128.5010,0.1496,-0.1084,0.9837,1.001
128.5010,0.1487,-0.1089,0.9881,1.005
128.5040,0.1496,-0.1123,0.9920,1.009
128.5060,0.1491,-0.1123,0.9959,1.013
128.5090,0.1501,-0.1118,0.9969,1.014
128.5110,0.1477,-0.1104,0.9984,1.015
128.5190,0.1491,-0.1104,1.0008,1.018
128.5190,0.1491,-0.1099,1.0023,1.019
128.5250,0.1496,-0.1109,1.0028,1.020
128.5250,0.1491,-0.1113,1.0042,1.021
128.5290,0.1472,-0.1113,1.0032,1.020
128.5290,0.1462,-0.1099,1.0013,1.018
128.5290,0.1477,-0.1104,0.9998,1.017
128.5420,0.1482,-0.1099,0.9954,1.012
128.5430,0.1496,-0.1089,0.9920,1.009
128.5430,0.1482,-0.1089,0.9896,1.007
128.5430,0.1491,-0.1109,0.9896,1.007
128.5440,0.1487,-0.1128,0.9901,1.007
128.5440,0.1506,-0.1148,0.9910,1.009
128.5450,0.1491,-0.1177,0.9920,1.010
128.5560,0.1482,-0.1211,0.9920,1.010
128.5560,0.1491,-0.1221,0.9925,1.011
128.5570,0.1482,-0.1216,0.9930,1.011
128.5570,0.1477,-0.1221,0.9910,1.009
128.5600,0.1487,-0.1245,0.9905,1.009
128.5600,0.1477,-0.1280,0.9891,1.008
128.5680,0.1467,-0.1260,0.9866,1.005
128.5680,0.1477,-0.1250,0.9861,1.005
128.5690,0.1472,-0.1221,0.9808,0.999
128.5690,0.1462,-0.1236,0.9773,0.996
128.5750,0.1487,-0.1201,0.9729,0.992
128.5750,0.1496,-0.1187,0.9715,0.990
128.5780,0.1501,-0.1182,0.9686,0.987
128.5800,0.1491,-0.1172,0.9642,0.983
128.5830,0.1496,-0.1177,0.9646,0.983
128.5860,0.1511,-0.1177,0.9656,0.984
128.5890,0.1501,-0.1172,0.9637,0.982
128.5890,0.1496,-0.1177,0.9646,0.983
128.5930,0.1496,-0.1172,0.9671,0.986
128.5940,0.1496,-0.1157,0.9695,0.988
128.5970,0.1487,-0.1162,0.9734,0.992
128.6020,0.1482,-0.1162,0.9754,0.993
128.6020,0.1467,-0.1143,0.9769,0.994
128.6070,0.1457,-0.1133,0.9769,0.994
128.6080,0.1457,-0.1113,0.9764,0.993
128.6120,0.1457,-0.1099,0.9749,0.992
128.6180,0.1457,-0.1060,0.9769,0.993
128.6180,0.1457,-0.1060,0.9749,0.991
128.6180,0.1457,-0.1055,0.9744,0.991
128.6190,0.1438,-0.1045,0.9739,0.990
128.6250,0.1418,-0.1045,0.9710,0.987
128.6250,0.1418,-0.1050,0.9734,0.989
128.6290,0.1428,-0.1050,0.9739,0.990
128.6390,0.1408,-0.1069,0.9749,0.991
128.6390,0.1418,-0.1065,0.9783,0.994
128.6400,0.1418,-0.1074,0.9822,0.998
128.6400,0.1423,-0.1079,0.9837,1.000
128.6400,0.1413,-0.1084,0.9837,1.000
128.6430,0.1384,-0.1074,0.9861,1.002
128.6450,0.1374,-0.1079,0.9876,1.003
128.6490,0.1389,-0.1079,0.9842,1.000
128.6530,0.1384,-0.1079,0.9827,0.998
128.6540,0.1404,-0.1089,0.9808,0.997
128.6540,0.1408,-0.1074,0.9803,0.996
128.6590,0.1418,-0.1074,0.9778,0.994
128.6620,0.1443,-0.1065,0.9754,0.992
128.6630,0.1457,-0.1074,0.9778,0.994
128.6660,0.1448,-0.1094,0.9778,0.995
128.6670,0.1443,-0.1104,0.9764,0.993
128.6710,0.1462,-0.1089,0.9764,0.993
128.6710,0.1457,-0.1099,0.9773,0.994
128.6780,0.1467,-0.1079,0.9783,0.995
128.6790,0.1477,-0.1079,0.9773,0.994
128.6840,0.1482,-0.1084,0.9783,0.995
128.6850,0.1487,-0.1089,0.9788,0.996
128.6880,0.1482,-0.1089,0.9769,0.994
128.6890,0.1491,-0.1094,0.9729,0.990
128.6890,0.1496,-0.1094,0.9720,0.989
128.6940,0.1506,-0.1104,0.9705,0.988
128.6970,0.1511,-0.1084,0.9676,0.985
128.6970,0.1511,-0.1079,0.9676,0.985
128.7010,0.1516,-0.1089,0.9661,0.984
128.7030,0.1516,-0.1094,0.9656,0.984
128.7050,0.1511,-0.1118,0.9681,0.986
128.7090,0.1506,-0.1118,0.9710,0.989
128.7090,0.1521,-0.1118,0.9734,0.992
128.7130,0.1535,-0.1113,0.9769,0.995
128.7130,0.1506,-0.1118,0.9788,0.997
128.7220,0.1526,-0.1128,0.9793,0.998
128.7220,0.1521,-0.1157,0.9798,0.998
128.7220,0.1535,-0.1153,0.9798,0.998
128.7260,0.1540,-0.1143,0.9813,1.000
128.7270,0.1501,-0.1148,0.9817,1.000
128.7400,0.1516,-0.1148,0.9803,0.999
128.7400,0.1511,-0.1118,0.9759,0.994
128.7410,0.1516,-0.1109,0.9759,0.994
128.7410,0.1516,-0.1109,0.9749,0.993
128.7410,0.1526,-0.1079,0.9739,0.992
128.7440,0.1535,-0.1089,0.9754,0.993
128.7450,0.1531,-0.1089,0.9754,0.993
128.7490,0.1506,-0.1084,0.9778,0.995
128.7490,0.1501,-0.1094,0.9793,0.997
128.7540,0.1511,-0.1079,0.9793,0.997
128.7540,0.1516,-0.1074,0.9798,0.997
128.7570,0.1531,-0.1099,0.9798,0.998
128.7610,0.1526,-0.1089,0.9822,1.000
128.7630,0.1506,-0.1084,0.9827,1.000
128.7650,0.1501,-0.1094,0.9832,1.001
128.7710,0.1506,-0.1089,0.9813,0.999
128.7710,0.1487,-0.1099,0.9793,0.997
128.7720,0.1477,-0.1084,0.9769,0.994
128.7760,0.1496,-0.1074,0.9764,0.994
128.7770,0.1467,-0.1050,0.9725,0.989
128.7790,0.1472,-0.1045,0.9725,0.989
128.7820,0.1467,-0.1065,0.9715,0.988
128.7860,0.1448,-0.1050,0.9705,0.987
128.7870,0.1448,-0.1069,0.9710,0.988
128.7880,0.1457,-0.1069,0.9720,0.989
128.7920,0.1443,-0.1089,0.9700,0.987
128.7960,0.1438,-0.1089,0.9710,0.988
128.7960,0.1448,-0.1104,0.9729,0.990
128.8030,0.1418,-0.1109,0.9734,0.990
128.8040,0.1428,-0.1118,0.9759,0.993
128.8040,0.1408,-0.1123,0.9759,0.992
128.8080,0.1394,-0.1138,0.9773,0.994
128.8090,0.1389,-0.1148,0.9778,0.994
128.8130,0.1379,-0.1148,0.9783,0.995
128.8160,0.1360,-0.1128,0.9773,0.993
128.8160,0.1374,-0.1133,0.9769,0.993
128.8220,0.1369,-0.1138,0.9744,0.991
128.8230,0.1369,-0.1157,0.9739,0.990
128.8270,0.1369,-0.1157,0.9729,0.989
128.8280,0.1369,-0.1153,0.9734,0.990
128.8280,0.1379,-0.1157,0.9739,0.990
128.8350,0.1399,-0.1153,0.9764,0.993
128.8350,0.1389,-0.1143,0.9734,0.990
128.8350,0.1389,-0.1157,0.9764,0.993
128.8420,0.1399,-0.1143,0.9769,0.993
128.8430,0.1418,-0.1143,0.9769,0.994
128.8430,0.1428,-0.1133,0.9778,0.995
128.8580,0.1438,-0.1143,0.9813,0.998
128.8580,0.1433,-0.1138,0.9798,0.997
128.8590,0.1443,-0.1133,0.9788,0.996
128.8590,0.1462,-0.1109,0.9803,0.997
128.8590,0.1477,-0.1109,0.9773,0.995
128.8600,0.1472,-0.1089,0.9783,0.995
128.8730,0.1482,-0.1104,0.9769,0.994
128.8740,0.1467,-0.1104,0.9773,0.994
128.8740,0.1491,-0.1084,0.9798,0.997
128.8750,0.1496,-0.1094,0.9783,0.996
128.8750,0.1491,-0.1084,0.9773,0.995
128.8750,0.1501,-0.1113,0.9808,0.998
128.8900,0.1477,-0.1089,0.9788,0.996
128.8900,0.1467,-0.1104,0.9798,0.997
128.8900,0.1467,-0.1123,0.9832,1.000
128.8910,0.1467,-0.1113,0.9827,1.000
128.8910,0.1452,-0.1123,0.9852,1.002
128.8910,0.1457,-0.1118,0.9866,1.004
128.8930,0.1438,-0.1113,0.9847,1.001
128.8930,0.1443,-0.1109,0.9827,0.999
128.8970,0.1457,-0.1113,0.9827,1.000
128.9010,0.1467,-0.1104,0.9813,0.998
128.9010,0.1452,-0.1094,0.9817,0.998
128.9040,0.1452,-0.1104,0.9827,1.000
128.9070,0.1443,-0.1123,0.9832,1.000
128.9080,0.1443,-0.1109,0.9832,1.000
128.9200,0.1467,-0.1089,0.9852,1.002
128.9210,0.1467,-0.1109,0.9852,1.002
128.9210,0.1462,-0.1089,0.9866,1.003
128.9220,0.1457,-0.1069,0.9857,1.002
128.9250,0.1491,-0.1069,0.9852,1.002
128.9280,0.1496,-0.1060,0.9871,1.004
128.9290,0.1511,-0.1055,0.9861,1.003
128.9290,0.1506,-0.1050,0.9857,1.003
128.9530,0.1511,-0.1050,0.9847,1.002
128.9530,0.1496,-0.1040,0.9817,0.999
128.9540,0.1521,-0.1025,0.9793,0.996
128.9540,0.1531,-0.1035,0.9754,0.993
128.9540,0.1550,-0.1030,0.9744,0.992
128.9540,0.1555,-0.1040,0.9729,0.991
128.9550,0.1535,-0.1021,0.9720,0.989
128.9550,0.1521,-0.1035,0.9710,0.988
128.9550,0.1521,-0.1074,0.9715,0.989
128.9560,0.1511,-0.1074,0.9715,0.989
128.9560,0.1516,-0.1074,0.9725,0.990
128.9590,0.1521,-0.1069,0.9749,0.992
128.9610,0.1501,-0.1084,0.9749,0.992
128.9630,0.1511,-0.1118,0.9764,0.994
128.9650,0.1506,-0.1143,0.9769,0.995
128.9700,0.1501,-0.1143,0.9778,0.996
128.9720,0.1506,-0.1148,0.9793,0.997
128.9730,0.1482,-0.1167,0.9788,0.997
128.9750,0.1491,-0.1172,0.9769,0.995
128.9800,0.1467,-0.1148,0.9773,0.995
128.9810,0.1482,-0.1162,0.9783,0.996
128.9830,0.1482,-0.1162,0.9778,0.996
128.9850,0.1516,-0.1172,0.9808,0.999
128.9870,0.1516,-0.1177,0.9847,1.003
128.9910,0.1496,-0.1177,0.9852,1.003
128.9930,0.1511,-0.1177,0.9861,1.005
128.9970,0.1535,-0.1187,0.9847,1.004
128.9980,0.1511,-0.1172,0.9847,1.003
129.0010,0.1545,-0.1172,0.9866,1.006
129.0030,0.1555,-0.1157,0.9866,1.005
129.0070,0.1570,-0.1177,0.9857,1.005
129.0090,0.1584,-0.1172,0.9871,1.007
129.0150,0.1565,-0.1167,0.9857,1.005
129.0160,0.1565,-0.1153,0.9847,1.004
129.0170,0.1589,-0.1143,0.9837,1.003
129.0180,0.1594,-0.1143,0.9817,1.001
129.0240,0.1570,-0.1138,0.9798,0.999
129.0240,0.1584,-0.1118,0.9788,0.998
129.0260,0.1579,-0.1123,0.9793,0.998
129.0310,0.1555,-0.1118,0.9788,0.997
129.0310,0.1555,-0.1128,0.9808,0.999
129.0340,0.1545,-0.1113,0.9817,1.000
129.0370,0.1531,-0.1099,0.9827,1.001
129.0390,0.1535,-0.1084,0.9817,1.000
129.0410,0.1531,-0.1089,0.9808,0.999
129.0430,0.1516,-0.1079,0.9813,0.999
129.0460,0.1501,-0.1065,0.9808,0.998
129.0490,0.1501,-0.1079,0.9808,0.998
129.0500,0.1472,-0.1074,0.9798,0.997
129.0530,0.1443,-0.1069,0.9808,0.997
129.0570,0.1448,-0.1065,0.9808,0.997
129.0580,0.1433,-0.1060,0.9749,0.991
129.0650,0.1423,-0.1040,0.9744,0.990
129.0660,0.1413,-0.1060,0.9749,0.991
129.0660,0.1404,-0.1055,0.9754,0.991
129.0690,0.1404,-0.1050,0.9759,0.991
129.0710,0.1384,-0.1045,0.9783,0.994
129.0720,0.1340,-0.1069,0.9793,0.994
129.0760,0.1345,-0.1074,0.9798,0.995
129.0790,0.1345,-0.1060,0.9813,0.996
129.0800,0.1355,-0.1050,0.9798,0.995
129.0870,0.1330,-0.1065,0.9817,0.996
129.0870,0.1316,-0.1069,0.9813,0.996
129.0910,0.1330,-0.1089,0.9817,0.997
129.0910,0.1306,-0.1099,0.9793,0.994
129.0950,0.1330,-0.1109,0.9793,0.994
129.1000,0.1325,-0.1104,0.9808,0.996
129.1000,0.1330,-0.1104,0.9783,0.993
129.1010,0.1335,-0.1089,0.9764,0.991
129.1030,0.1335,-0.1099,0.9759,0.991
129.1070,0.1335,-0.1099,0.9783,0.993
129.1080,0.1340,-0.1109,0.9798,0.995
129.1110,0.1340,-0.1123,0.9822,0.998
129.1180,0.1360,-0.1143,0.9817,0.998
129.1180,0.1360,-0.1138,0.9817,0.998
129.1190,0.1374,-0.1118,0.9857,1.001
129.1220,0.1404,-0.1118,0.9861,1.002
129.1230,0.1379,-0.1113,0.9852,1.001
129.1270,0.1404,-0.1128,0.9857,1.002
129.1270,0.1428,-0.1128,0.9876,1.004
129.1410,0.1418,-0.1157,0.9861,1.003
129.1420,0.1418,-0.1162,0.9866,1.004
129.1420,0.1443,-0.1153,0.9861,1.003
129.1420,0.1438,-0.1167,0.9866,1.004
129.1430,0.1438,-0.1167,0.9866,1.004
129.1430,0.1438,-0.1172,0.9871,1.004
129.1510,0.1443,-0.1172,0.9871,1.004
129.1510,0.1433,-0.1187,0.9896,1.007
129.1520,0.1423,-0.1221,0.9886,1.006
129.1520,0.1428,-0.1221,0.9915,1.009
129.1560,0.1448,-0.1236,0.9940,1.012
129.1670,0.1428,-0.1250,0.9940,1.012
129.1680,0.1413,-0.1236,0.9944,1.012
129.1680,0.1433,-0.1211,0.9974,1.015
129.1690,0.1418,-0.1226,0.9969,1.014
129.1690,0.1428,-0.1236,0.9969,1.015
129.1720,0.1413,-0.1240,0.9949,1.013
129.1760,0.1428,-0.1231,0.9954,1.013
129.1760,0.1428,-0.1226,0.9910,1.009
129.1830,0.1438,-0.1221,0.9852,1.003
129.1830,0.1433,-0.1211,0.9842,1.002
129.1840,0.1448,-0.1196,0.9813,0.999
129.1890,0.1462,-0.1172,0.9788,0.997
129.1900,0.1452,-0.1182,0.9759,0.994
129.1930,0.1457,-0.1192,0.9749,0.993
129.1930,0.1452,-0.1192,0.9729,0.991
129.1990,0.1452,-0.1201,0.9729,0.991
129.1990,0.1452,-0.1201,0.9754,0.993
129.1990,0.1467,-0.1187,0.9759,0.994
129.2030,0.1448,-0.1172,0.9749,0.993
129.2060,0.1452,-0.1153,0.9773,0.995
129.2070,0.1472,-0.1157,0.9773,0.995
129.2110,0.1477,-0.1157,0.9769,0.995
129.2180,0.1477,-0.1162,0.9764,0.994
129.2180,0.1477,-0.1162,0.9759,0.994
129.2190,0.1467,-0.1143,0.9739,0.992
129.2240,0.1491,-0.1133,0.9715,0.989
129.2240,0.1491,-0.1143,0.9695,0.988
129.2250,0.1501,-0.1123,0.9671,0.985
129.2280,0.1506,-0.1113,0.9671,0.985
129.2360,0.1501,-0.1118,0.9681,0.986
129.2370,0.1506,-0.1133,0.9686,0.987
129.2370,0.1516,-0.1128,0.9705,0.989
129.2380,0.1511,-0.1138,0.9725,0.991
129.2520,0.1545,-0.1153,0.9749,0.994
129.2530,0.1540,-0.1153,0.9778,0.997
129.2530,0.1516,-0.1157,0.9817,1.000
129.2540,0.1516,-0.1157,0.9837,1.002
129.2540,0.1516,-0.1182,0.9847,1.003
129.2550,0.1526,-0.1177,0.9837,1.002
129.2550,0.1521,-0.1182,0.9822,1.001
129.2580,0.1506,-0.1172,0.9793,0.998
129.2640,0.1526,-0.1148,0.9813,1.000
129.2640,0.1540,-0.1138,0.9788,0.997
129.2650,0.1535,-0.1133,0.9769,0.995
129.2670,0.1555,-0.1133,0.9754,0.994
129.2710,0.1570,-0.1138,0.9754,0.994
129.2710,0.1560,-0.1133,0.9749,0.994
129.2750,0.1565,-0.1138,0.9749,0.994
129.2810,0.1575,-0.1143,0.9749,0.994
129.2810,0.1589,-0.1148,0.9764,0.996
129.2810,0.1579,-0.1138,0.9778,0.997
129.2860,0.1589,-0.1157,0.9788,0.998
129.2920,0.1599,-0.1162,0.9798,1.000
129.2930,0.1584,-0.1153,0.9842,1.003
129.2930,0.1584,-0.1162,0.9866,1.006
129.2990,0.1584,-0.1167,0.9866,1.006
129.2990,0.1579,-0.1177,0.9861,1.006
129.2990,0.1584,-0.1167,0.9852,1.005
129.3020,0.1584,-0.1148,0.9837,1.003
129.3080,0.1589,-0.1143,0.9798,0.999
129.3090,0.1604,-0.1138,0.9778,0.997
129.3110,0.1623,-0.1128,0.9764,0.996
129.3120,0.1619,-0.1133,0.9739,0.994
129.3150,0.1614,-0.1123,0.9739,0.994
129.3170,0.1599,-0.1123,0.9729,0.992
129.3180,0.1614,-0.1138,0.9749,0.995
129.3230,0.1614,-0.1148,0.9764,0.996
129.3230,0.1619,-0.1153,0.9764,0.996
129.3270,0.1609,-0.1138,0.9803,1.000
129.3350,0.1599,-0.1148,0.9847,1.004
129.3350,0.1604,-0.1153,0.9857,1.005
129.3350,0.1599,-0.1192,0.9881,1.008
129.3360,0.1604,-0.1192,0.9901,1.010
129.3390,0.1599,-0.1157,0.9881,1.008
129.3430,0.1599,-0.1148,0.9871,1.007
129.3530,0.1604,-0.1148,0.9871,1.007
129.3530,0.1594,-0.1148,0.9847,1.004
129.3530,0.1594,-0.1123,0.9837,1.003
129.3530,0.1589,-0.1118,0.9827,1.002
129.3540,0.1570,-0.1133,0.9808,1.000
129.3570,0.1579,-0.1148,0.9803,1.000
129.3590,0.1575,-0.1118,0.9813,1.000
129.3630,0.1575,-0.1123,0.9813,1.000
129.3710,0.1584,-0.1118,0.9822,1.001
129.3710,0.1579,-0.1133,0.9813,1.000
129.3710,0.1570,-0.1109,0.9822,1.001
129.3720,0.1550,-0.1109,0.9832,1.002
129.3750,0.1540,-0.1128,0.9847,1.003
129.3870,0.1531,-0.1128,0.9847,1.003
129.3870,0.1511,-0.1128,0.9842,1.002
129.3890,0.1521,-0.1109,0.9813,0.999
129.3900,0.1511,-0.1099,0.9778,0.996
129.3900,0.1501,-0.1084,0.9744,0.992
129.3910,0.1511,-0.1069,0.9715,0.989
129.3910,0.1491,-0.1069,0.9666,0.984
129.3940,0.1516,-0.1084,0.9666,0.984
129.3960,0.1491,-0.1074,0.9642,0.982
129.3990,0.1462,-0.1074,0.9656,0.983
129.4010,0.1467,-0.1069,0.9656,0.983
129.4040,0.1472,-0.1089,0.9646,0.982
129.4060,0.1457,-0.1094,0.9661,0.983
129.4090,0.1443,-0.1094,0.9666,0.983
129.4110,0.1443,-0.1084,0.9681,0.985
129.4140,0.1448,-0.1094,0.9700,0.987
129.4170,0.1438,-0.1118,0.9725,0.989
129.4190,0.1418,-0.1128,0.9749,0.992
129.4230,0.1408,-0.1133,0.9744,0.991
129.4230,0.1423,-0.1138,0.9739,0.991
129.4260,0.1413,-0.1123,0.9739,0.991
129.4280,0.1418,-0.1133,0.9759,0.993
129.4310,0.1418,-0.1123,0.9773,0.994
129.4350,0.1418,-0.1138,0.9793,0.996
129.4350,0.1404,-0.1143,0.9817,0.998
129.4390,0.1404,-0.1128,0.9827,0.999
129.4410,0.1408,-0.1113,0.9832,0.999
129.4440,0.1404,-0.1104,0.9817,0.998
129.4460,0.1438,-0.1089,0.9813,0.998
129.4480,0.1448,-0.1084,0.9817,0.998
129.4520,0.1448,-0.1094,0.9827,0.999
129.4540,0.1462,-0.1094,0.9822,0.999
129.4570,0.1448,-0.1084,0.9817,0.998
129.4610,0.1433,-0.1113,0.9813,0.998
129.4620,0.1438,-0.1123,0.9808,0.998
129.4630,0.1443,-0.1118,0.9827,1.000
129.4660,0.1433,-0.1118,0.9808,0.997
129.4680,0.1433,-0.1113,0.9769,0.994
129.4710,0.1433,-0.1148,0.9788,0.996
129.4740,0.1428,-0.1153,0.9778,0.995
129.4760,0.1423,-0.1172,0.9783,0.996
129.4780,0.1413,-0.1177,0.9813,0.998
129.4810,0.1394,-0.1177,0.9783,0.995
129.4840,0.1413,-0.1172,0.9764,0.993
129.4860,0.1408,-0.1157,0.9734,0.990
129.4890,0.1404,-0.1157,0.9720,0.989
129.4910,0.1408,-0.1162,0.9705,0.988
129.4960,0.1399,-0.1157,0.9686,0.985
129.4960,0.1379,-0.1153,0.9661,0.983
129.4990,0.1374,-0.1162,0.9622,0.979
129.5020,0.1384,-0.1182,0.9642,0.981
129.5030,0.1408,-0.1167,0.9627,0.980
129.5060,0.1413,-0.1157,0.9617,0.979
129.5100,0.1428,-0.1153,0.9622,0.980
129.5100,0.1433,-0.1162,0.9632,0.981
129.5120,0.1448,-0.1157,0.9671,0.985
129.5160,0.1428,-0.1172,0.9686,0.986
129.5170,0.1418,-0.1153,0.9710,0.988
129.5220,0.1452,-0.1177,0.9739,0.992
129.5240,0.1452,-0.1172,0.9754,0.993
129.5260,0.1457,-0.1177,0.9764,0.994
129.5300,0.1457,-0.1172,0.9749,0.993
129.5300,0.1457,-0.1162,0.9773,0.995
129.5330,0.1462,-0.1172,0.9783,0.996
129.5350,0.1472,-0.1153,0.9803,0.998
129.5410,0.1482,-0.1138,0.9813,0.999
129.5420,0.1487,-0.1138,0.9793,0.997
129.5470,0.1477,-0.1148,0.9773,0.995
129.5480,0.1496,-0.1118,0.9759,0.994
129.5480,0.1511,-0.1109,0.9739,0.992
129.5510,0.1521,-0.1113,0.9725,0.991
129.5570,0.1511,-0.1099,0.9739,0.992
129.5570,0.1506,-0.1123,0.9739,0.992
129.5570,0.1526,-0.1138,0.9754,0.994
129.5680,0.1516,-0.1148,0.9769,0.995
129.5690,0.1516,-0.1138,0.9783,0.997
129.5690,0.1535,-0.1133,0.9788,0.997
129.5690,0.1550,-0.1143,0.9793,0.998
129.5700,0.1540,-0.1162,0.9778,0.997
