time,gFx,gFy,gFz,TgF
43.4710,0.0949,-0.0723,0.9852,0.992
43.4720,0.0954,-0.0723,0.9896,0.997
43.4750,0.0944,-0.0723,0.9930,1.000
43.4770,0.0954,-0.0727,0.9940,1.001
43.4790,0.0954,-0.0727,0.9964,1.004
43.4820,0.0934,-0.0723,0.9940,1.001
43.4910,0.0920,-0.0708,0.9925,0.999
43.4910,0.0939,-0.0713,0.9915,0.999
43.4920,0.0944,-0.0693,0.9866,0.994
43.4920,0.0930,-0.0679,0.9817,0.988
43.4960,0.0949,-0.0649,0.9788,0.986
43.4970,0.0939,-0.0654,0.9754,0.982
43.5000,0.0934,-0.0664,0.9739,0.981
43.5090,0.0939,-0.0649,0.9725,0.979
43.5100,0.0920,-0.0669,0.9739,0.981
43.5100,0.0915,-0.0698,0.9754,0.982
43.5100,0.0905,-0.0713,0.9754,0.982
43.5110,0.0920,-0.0708,0.9813,0.988
43.5160,0.0915,-0.0698,0.9837,0.990
43.5170,0.0886,-0.0708,0.9842,0.991
43.5250,0.0886,-0.0737,0.9852,0.992
43.5250,0.0900,-0.0752,0.9861,0.993
43.5260,0.0886,-0.0737,0.9857,0.992
43.5290,0.0876,-0.0752,0.9857,0.992
43.5310,0.0886,-0.0718,0.9822,0.989
43.5310,0.0905,-0.0718,0.9813,0.988
43.5350,0.0915,-0.0737,0.9803,0.987
43.5350,0.0905,-0.0727,0.9764,0.983
43.5400,0.0910,-0.0732,0.9759,0.983
43.5420,0.0910,-0.0723,0.9729,0.980
43.5440,0.0915,-0.0723,0.9764,0.983
43.5480,0.0920,-0.0727,0.9788,0.986
43.5480,0.0900,-0.0747,0.9813,0.988
43.5550,0.0905,-0.0747,0.9842,0.991
43.5570,0.0910,-0.0747,0.9891,0.996
43.5580,0.0915,-0.0732,0.9920,0.999
43.5580,0.0910,-0.0742,0.9944,1.001
43.5620,0.0915,-0.0767,0.9974,1.004
43.5640,0.0920,-0.0767,0.9988,1.006
43.5700,0.0900,-0.0762,1.0008,1.008
43.5700,0.0890,-0.0767,0.9993,1.006
43.5700,0.0900,-0.0742,0.9988,1.006
43.5750,0.0900,-0.0752,0.9964,1.003
43.5760,0.0910,-0.0752,0.9949,1.002
43.5770,0.0910,-0.0742,0.9940,1.001
43.5820,0.0900,-0.0742,0.9930,1.000
43.5820,0.0895,-0.0732,0.9915,0.998
43.5880,0.0895,-0.0747,0.9905,0.997
43.5890,0.0895,-0.0752,0.9891,0.996
43.5940,0.0905,-0.0732,0.9925,0.999
43.5950,0.0900,-0.0752,0.9910,0.998
43.5950,0.0881,-0.0732,0.9896,0.996
43.6000,0.0900,-0.0727,0.9920,0.999
43.6060,0.0895,-0.0723,0.9910,0.998
43.6070,0.0886,-0.0718,0.9876,0.994
43.6070,0.0876,-0.0713,0.9896,0.996
43.6100,0.0871,-0.0713,0.9847,0.991
43.6110,0.0876,-0.0683,0.9817,0.988
43.6130,0.0900,-0.0664,0.9803,0.987
43.6170,0.0900,-0.0674,0.9759,0.982
43.6270,0.0895,-0.0664,0.9705,0.977
43.6280,0.0895,-0.0659,0.9671,0.973
43.6280,0.0890,-0.0654,0.9666,0.973
43.6290,0.0881,-0.0664,0.9666,0.973
43.6290,0.0871,-0.0688,0.9676,0.974
43.6320,0.0861,-0.0708,0.9671,0.973
43.6330,0.0876,-0.0723,0.9720,0.979
43.6370,0.0876,-0.0718,0.9754,0.982
43.6390,0.0871,-0.0727,0.9788,0.985
43.6400,0.0856,-0.0742,0.9857,0.992
43.6450,0.0837,-0.0757,0.9891,0.995
43.6450,0.0812,-0.0762,0.9905,0.997
43.6490,0.0827,-0.0781,0.9915,0.998
43.6530,0.0822,-0.0786,0.9925,0.999
43.6530,0.0832,-0.0776,0.9915,0.998
43.6550,0.0837,-0.0747,0.9910,0.997
43.6570,0.0832,-0.0737,0.9871,0.993
43.6620,0.0837,-0.0742,0.9832,0.990
43.6620,0.0817,-0.0727,0.9798,0.986
43.6700,0.0803,-0.0718,0.9783,0.984
43.6700,0.0822,-0.0737,0.9764,0.983
43.6710,0.0837,-0.0737,0.9769,0.983
43.6740,0.0817,-0.0742,0.9739,0.980
43.6770,0.0866,-0.0727,0.9764,0.983
43.6780,0.0856,-0.0698,0.9764,0.983
43.6810,0.0861,-0.0703,0.9744,0.981
43.6870,0.0876,-0.0703,0.9783,0.985
43.6880,0.0881,-0.0708,0.9749,0.981
43.6910,0.0905,-0.0693,0.9754,0.982
43.6910,0.0910,-0.0688,0.9744,0.981
43.6950,0.0900,-0.0679,0.9700,0.977
43.6950,0.0920,-0.0654,0.9690,0.976
43.7130,0.0959,-0.0639,0.9656,0.972
43.7130,0.0954,-0.0639,0.9612,0.968
43.7140,0.0944,-0.0630,0.9598,0.966
43.7140,0.0925,-0.0625,0.9573,0.964
43.7150,0.0925,-0.0635,0.9563,0.963
43.7150,0.0954,-0.0644,0.9588,0.966
43.7160,0.0949,-0.0654,0.9612,0.968
43.7160,0.0939,-0.0644,0.9642,0.971
43.7300,0.0930,-0.0659,0.9681,0.975
43.7300,0.0925,-0.0664,0.9720,0.979
43.7310,0.0905,-0.0669,0.9764,0.983
43.7310,0.0905,-0.0693,0.9793,0.986
43.7310,0.0886,-0.0693,0.9798,0.986
43.7310,0.0866,-0.0669,0.9808,0.987
43.7340,0.0886,-0.0688,0.9813,0.988
43.7370,0.0881,-0.0674,0.9808,0.987
43.7370,0.0866,-0.0649,0.9788,0.985
43.7440,0.0871,-0.0639,0.9788,0.985
43.7440,0.0876,-0.0630,0.9769,0.983
43.7460,0.0856,-0.0630,0.9734,0.979
43.7530,0.0856,-0.0630,0.9725,0.978
43.7530,0.0842,-0.0630,0.9710,0.977
43.7530,0.0837,-0.0610,0.9710,0.977
43.7570,0.0842,-0.0620,0.9710,0.977
43.7570,0.0842,-0.0620,0.9695,0.975
43.7620,0.0851,-0.0625,0.9715,0.977
43.7620,0.0866,-0.0630,0.9754,0.981
43.7670,0.0856,-0.0644,0.9773,0.983
43.7680,0.0827,-0.0635,0.9803,0.986
43.7710,0.0842,-0.0635,0.9798,0.985
43.7720,0.0856,-0.0620,0.9803,0.986
43.7760,0.0876,-0.0615,0.9798,0.986
43.7800,0.0905,-0.0610,0.9773,0.983
43.7810,0.0895,-0.0586,0.9769,0.983
43.7910,0.0900,-0.0595,0.9773,0.983
43.7920,0.0915,-0.0591,0.9754,0.981
43.7920,0.0910,-0.0595,0.9749,0.981
43.7930,0.0905,-0.0595,0.9749,0.981
43.7930,0.0910,-0.0615,0.9739,0.980
43.7990,0.0930,-0.0625,0.9739,0.980
43.8000,0.0925,-0.0600,0.9754,0.982
43.8050,0.0930,-0.0586,0.9788,0.985
43.8060,0.0949,-0.0591,0.9813,0.988
43.8060,0.0920,-0.0591,0.9827,0.989
43.8060,0.0915,-0.0600,0.9817,0.988
43.8120,0.0930,-0.0605,0.9842,0.990
43.8130,0.0930,-0.0615,0.9847,0.991
43.8170,0.0939,-0.0600,0.9837,0.990
43.8260,0.0959,-0.0591,0.9832,0.990
43.8270,0.0944,-0.0591,0.9803,0.987
43.8270,0.0930,-0.0586,0.9764,0.983
43.8270,0.0939,-0.0576,0.9759,0.982
43.8280,0.0930,-0.0576,0.9734,0.980
43.8330,0.0925,-0.0586,0.9715,0.978
43.8440,0.0959,-0.0576,0.9759,0.982
43.8450,0.0939,-0.0576,0.9773,0.984
43.8450,0.0939,-0.0605,0.9759,0.982
43.8450,0.0939,-0.0620,0.9769,0.983
43.8460,0.0930,-0.0620,0.9813,0.988
43.8460,0.0944,-0.0615,0.9857,0.992
43.8460,0.0930,-0.0620,0.9891,0.995
43.8540,0.0934,-0.0620,0.9920,0.998
43.8540,0.0930,-0.0625,0.9935,1.000
43.8540,0.0944,-0.0610,0.9940,1.000
43.8570,0.0949,-0.0615,0.9905,0.997
43.8600,0.0949,-0.0615,0.9876,0.994
43.8620,0.0983,-0.0600,0.9842,0.991
43.8650,0.0993,-0.0581,0.9798,0.987
43.8690,0.0964,-0.0595,0.9769,0.983
43.8700,0.0959,-0.0600,0.9754,0.982
43.8730,0.0969,-0.0605,0.9734,0.980
43.8760,0.0959,-0.0615,0.9734,0.980
43.8780,0.0969,-0.0625,0.9754,0.982
43.8780,0.0959,-0.0649,0.9783,0.985
43.8820,0.0959,-0.0625,0.9808,0.987
43.8860,0.0934,-0.0620,0.9827,0.989
43.8870,0.0930,-0.0630,0.9852,0.992
43.8900,0.0939,-0.0620,0.9871,0.994
43.8930,0.0915,-0.0615,0.9871,0.993
43.8940,0.0920,-0.0610,0.9852,0.991
43.8980,0.0910,-0.0600,0.9817,0.988
43.8990,0.0925,-0.0581,0.9783,0.984
43.9050,0.0930,-0.0542,0.9734,0.979
43.9050,0.0930,-0.0527,0.9661,0.972
43.9090,0.0910,-0.0527,0.9646,0.970
43.9130,0.0895,-0.0537,0.9602,0.966
43.9130,0.0886,-0.0522,0.9583,0.964
43.9170,0.0886,-0.0537,0.9602,0.966
43.9170,0.0886,-0.0547,0.9612,0.967
43.9250,0.0886,-0.0571,0.9632,0.969
43.9260,0.0890,-0.0595,0.9671,0.973
43.9260,0.0886,-0.0605,0.9725,0.978
43.9260,0.0871,-0.0620,0.9783,0.984
43.9300,0.0871,-0.0639,0.9842,0.990
43.9360,0.0856,-0.0674,0.9901,0.996
43.9370,0.0871,-0.0688,0.9925,0.999
43.9370,0.0905,-0.0679,0.9954,1.002
43.9430,0.0930,-0.0683,0.9940,1.001
43.9430,0.0944,-0.0664,0.9949,1.002
43.9470,0.0944,-0.0669,0.9949,1.002
43.9470,0.0978,-0.0674,0.9925,1.000
43.9550,0.0993,-0.0674,0.9910,0.998
43.9550,0.0988,-0.0674,0.9896,0.997
43.9620,0.0998,-0.0698,0.9901,0.998
43.9620,0.1008,-0.0688,0.9896,0.997
43.9630,0.1022,-0.0713,0.9930,1.001
43.9630,0.1022,-0.0732,0.9964,1.004
43.9670,0.1008,-0.0713,0.9993,1.007
43.9670,0.1027,-0.0723,1.0037,1.012
43.9740,0.1027,-0.0737,1.0062,1.014
43.9740,0.1013,-0.0757,1.0076,1.016
43.9740,0.1027,-0.0747,1.0086,1.017
43.9790,0.1047,-0.0742,1.0076,1.016
43.9790,0.1042,-0.0718,1.0057,1.014
43.9820,0.1071,-0.0703,1.0018,1.010
43.9900,0.1076,-0.0688,0.9964,1.005
43.9910,0.1105,-0.0688,0.9920,1.001
43.9910,0.1086,-0.0669,0.9866,0.995
43.9950,0.1071,-0.0659,0.9808,0.989
43.9950,0.1076,-0.0659,0.9793,0.987
43.9990,0.1066,-0.0639,0.9769,0.985
44.0060,0.1047,-0.0654,0.9759,0.984
44.0070,0.1037,-0.0664,0.9798,0.987
44.0070,0.0998,-0.0649,0.9837,0.991
44.0080,0.1003,-0.0659,0.9871,0.994
44.0090,0.0988,-0.0669,0.9944,1.002
44.0130,0.0949,-0.0683,0.9964,1.003
44.0190,0.0949,-0.0683,1.0028,1.010
44.0200,0.0930,-0.0674,1.0062,1.013
44.0200,0.0915,-0.0664,1.0057,1.012
44.0220,0.0920,-0.0654,1.0052,1.012
44.0230,0.0915,-0.0639,1.0042,1.010
44.0290,0.0910,-0.0630,1.0023,1.008
44.0300,0.0925,-0.0600,1.0008,1.007
44.0350,0.0905,-0.0581,0.9959,1.002
44.0400,0.0890,-0.0576,0.9920,0.998
44.0410,0.0900,-0.0561,0.9901,0.996
44.0410,0.0905,-0.0552,0.9876,0.993
44.0420,0.0910,-0.0566,0.9861,0.992
44.0440,0.0900,-0.0581,0.9866,0.992
44.0470,0.0895,-0.0591,0.9896,0.995
44.0490,0.0900,-0.0595,0.9940,1.000
44.0530,0.0905,-0.0605,0.9964,1.002
44.0540,0.0886,-0.0630,1.0003,1.006
44.0550,0.0915,-0.0625,1.0028,1.009
44.0590,0.0905,-0.0625,1.0013,1.007
44.0620,0.0915,-0.0610,1.0003,1.006
44.0630,0.0939,-0.0595,0.9974,1.004
44.0670,0.0969,-0.0595,0.9940,1.000
44.0690,0.0974,-0.0591,0.9905,0.997
44.0700,0.0988,-0.0591,0.9871,0.994
44.0730,0.0988,-0.0586,0.9822,0.989
44.0760,0.0983,-0.0586,0.9783,0.985
44.0800,0.1003,-0.0595,0.9754,0.982
44.0830,0.0993,-0.0610,0.9764,0.983
44.0850,0.0993,-0.0610,0.9744,0.981
44.0860,0.0998,-0.0635,0.9769,0.984
44.0890,0.0998,-0.0659,0.9822,0.989
44.0910,0.0978,-0.0693,0.9876,0.995
44.0930,0.0978,-0.0693,0.9920,0.999
44.0960,0.0959,-0.0723,0.9969,1.004
44.1030,0.0983,-0.0747,1.0003,1.008
44.1030,0.0974,-0.0747,1.0052,1.013
44.1040,0.0974,-0.0752,1.0081,1.016
44.1060,0.0978,-0.0781,1.0111,1.019
44.1080,0.0978,-0.0767,1.0120,1.020
44.1120,0.0978,-0.0762,1.0130,1.021
44.1190,0.0993,-0.0757,1.0140,1.022
44.1200,0.0998,-0.0762,1.0125,1.020
44.1200,0.1013,-0.0762,1.0111,1.019
44.1210,0.1032,-0.0742,1.0106,1.019
44.1250,0.1037,-0.0723,1.0076,1.016
44.1250,0.1071,-0.0727,1.0042,1.013
44.1300,0.1086,-0.0713,1.0032,1.012
44.1340,0.1091,-0.0713,1.0018,1.010
44.1360,0.1105,-0.0703,1.0037,1.012
44.1360,0.1120,-0.0693,1.0028,1.011
44.1370,0.1145,-0.0688,1.0018,1.011
44.1420,0.1149,-0.0674,0.9988,1.008
44.1440,0.1179,-0.0669,0.9954,1.005
44.1470,0.1179,-0.0664,0.9940,1.003
44.1480,0.1174,-0.0669,0.9944,1.004
44.1520,0.1189,-0.0674,0.9940,1.003
44.1530,0.1159,-0.0674,0.9949,1.004
44.1560,0.1164,-0.0679,0.9935,1.003
44.1590,0.1149,-0.0679,0.9944,1.003
44.1600,0.1135,-0.0669,0.9940,1.003
44.1630,0.1125,-0.0664,0.9935,1.002
44.1660,0.1115,-0.0654,0.9954,1.004
44.1680,0.1096,-0.0644,0.9954,1.004
44.1730,0.1091,-0.0620,0.9915,0.999
44.1730,0.1057,-0.0620,0.9905,0.998
44.1760,0.1062,-0.0595,0.9905,0.998
44.1780,0.1057,-0.0591,0.9861,0.994
44.1820,0.1022,-0.0591,0.9857,0.993
44.1820,0.1008,-0.0561,0.9847,0.991
44.1850,0.0988,-0.0556,0.9842,0.991
44.1890,0.0983,-0.0566,0.9847,0.991
44.1900,0.0983,-0.0581,0.9891,0.996
44.1940,0.0944,-0.0571,0.9915,0.998
44.1950,0.0915,-0.0561,0.9944,1.000
44.1990,0.0925,-0.0556,1.0003,1.006
44.2030,0.0920,-0.0547,1.0037,1.009
44.2030,0.0930,-0.0537,1.0062,1.012
44.2070,0.0930,-0.0537,1.0101,1.016
44.2070,0.0930,-0.0517,1.0106,1.016
44.2120,0.0939,-0.0483,1.0096,1.015
44.2150,0.0959,-0.0459,1.0081,1.014
44.2230,0.0998,-0.0420,1.0057,1.011
44.2240,0.1003,-0.0405,0.9984,1.004
44.2250,0.1013,-0.0381,0.9935,0.999
44.2290,0.1037,-0.0356,0.9876,0.994
44.2300,0.1066,-0.0346,0.9832,0.990
44.2300,0.1086,-0.0346,0.9842,0.991
44.2430,0.1066,-0.0346,0.9803,0.987
44.2440,0.1047,-0.0346,0.9798,0.986
44.2440,0.1052,-0.0351,0.9793,0.986
44.2450,0.1037,-0.0356,0.9813,0.987
44.2450,0.1042,-0.0376,0.9798,0.986
44.2460,0.1018,-0.0366,0.9798,0.986
44.2520,0.1013,-0.0371,0.9808,0.987
44.2530,0.0998,-0.0351,0.9788,0.985
44.2530,0.0959,-0.0361,0.9773,0.983
44.2530,0.0934,-0.0395,0.9764,0.982
44.2560,0.0925,-0.0405,0.9749,0.980
44.2580,0.0910,-0.0439,0.9739,0.979
44.2610,0.0900,-0.0434,0.9744,0.980
44.2640,0.0890,-0.0444,0.9759,0.981
44.2680,0.0876,-0.0439,0.9754,0.980
44.2680,0.0866,-0.0429,0.9764,0.981
44.2700,0.0876,-0.0444,0.9778,0.983
44.2730,0.0861,-0.0439,0.9783,0.983
44.2770,0.0856,-0.0439,0.9803,0.985
44.2770,0.0866,-0.0454,0.9822,0.987
44.2810,0.0866,-0.0473,0.9837,0.989
44.2820,0.0895,-0.0488,0.9857,0.991
44.2850,0.0886,-0.0503,0.9852,0.990
44.2880,0.0881,-0.0503,0.9861,0.991
44.2910,0.0910,-0.0512,0.9901,0.996
44.2930,0.0925,-0.0522,0.9920,0.998
44.2940,0.0920,-0.0542,0.9959,1.002
44.2970,0.0934,-0.0556,0.9998,1.006
44.3000,0.0930,-0.0581,1.0003,1.006
44.3030,0.0954,-0.0556,0.9998,1.006
44.3060,0.0988,-0.0561,1.0018,1.008
44.3080,0.1022,-0.0561,1.0003,1.007
44.3100,0.1032,-0.0566,0.9988,1.006
44.3120,0.1047,-0.0571,0.9984,1.005
44.3170,0.1071,-0.0561,0.9964,1.004
44.3190,0.1096,-0.0556,0.9949,1.002
44.3200,0.1105,-0.0561,0.9920,1.000
44.3240,0.1120,-0.0542,0.9881,0.996
44.3250,0.1125,-0.0527,0.9871,0.995
44.3270,0.1115,-0.0552,0.9847,0.993
44.3350,0.1115,-0.0537,0.9842,0.992
44.3350,0.1125,-0.0547,0.9857,0.994
44.3380,0.1086,-0.0547,0.9852,0.993
44.3380,0.1062,-0.0556,0.9871,0.994
44.3400,0.1062,-0.0537,0.9896,0.997
44.3410,0.1066,-0.0532,0.9910,0.998
44.3450,0.1071,-0.0527,0.9944,1.002
44.3470,0.1052,-0.0522,0.9954,1.002
44.3500,0.1032,-0.0508,0.9910,0.998
44.3540,0.1003,-0.0493,0.9910,0.997
44.3540,0.1022,-0.0468,0.9896,0.996
44.3580,0.1008,-0.0439,0.9866,0.993
44.3610,0.1013,-0.0429,0.9847,0.991
44.3630,0.0993,-0.0424,0.9832,0.989
44.3670,0.0978,-0.0400,0.9798,0.985
44.3680,0.0978,-0.0381,0.9803,0.986
44.3700,0.0959,-0.0351,0.9788,0.984
44.3710,0.0944,-0.0346,0.9773,0.983
44.3750,0.0930,-0.0332,0.9754,0.980
44.3780,0.0920,-0.0317,0.9754,0.980
44.3790,0.0915,-0.0293,0.9759,0.981
44.3830,0.0895,-0.0288,0.9749,0.979
44.3850,0.0905,-0.0263,0.9729,0.978
44.3860,0.0930,-0.0258,0.9710,0.976
44.3900,0.0915,-0.0239,0.9686,0.973
44.3920,0.0915,-0.0234,0.9681,0.973
44.3950,0.0910,-0.0229,0.9661,0.971
44.3970,0.0900,-0.0205,0.9632,0.968
44.4000,0.0915,-0.0195,0.9617,0.966
44.4030,0.0905,-0.0205,0.9617,0.966
44.4050,0.0905,-0.0205,0.9612,0.966
44.4090,0.0915,-0.0214,0.9632,0.968
44.4090,0.0910,-0.0205,0.9646,0.969
44.4120,0.0905,-0.0185,0.9651,0.970
44.4150,0.0915,-0.0185,0.9666,0.971
44.4170,0.0920,-0.0200,0.9690,0.974
44.4190,0.0915,-0.0200,0.9700,0.975
44.4230,0.0934,-0.0195,0.9715,0.976
44.4260,0.0944,-0.0205,0.9734,0.978
44.4270,0.0939,-0.0209,0.9715,0.976
44.4300,0.0954,-0.0219,0.9749,0.980
44.4310,0.0983,-0.0209,0.9739,0.979
44.4350,0.0983,-0.0205,0.9764,0.982
44.4370,0.0988,-0.0214,0.9783,0.984
44.4380,0.1003,-0.0249,0.9788,0.984
44.4430,0.1027,-0.0253,0.9813,0.987
44.4440,0.1037,-0.0273,0.9832,0.989
44.4490,0.1042,-0.0268,0.9847,0.991
44.4490,0.1047,-0.0263,0.9847,0.991
44.4510,0.1047,-0.0273,0.9861,0.992
44.4550,0.1052,-0.0273,0.9881,0.994
44.4560,0.1066,-0.0278,0.9886,0.995
44.4580,0.1052,-0.0273,0.9886,0.995
44.4620,0.1042,-0.0307,0.9896,0.996
44.4660,0.1057,-0.0307,0.9901,0.996
44.4660,0.1062,-0.0297,0.9876,0.994
44.4700,0.1037,-0.0297,0.9857,0.992
44.4730,0.1042,-0.0288,0.9847,0.991
44.4750,0.1037,-0.0293,0.9857,0.992
44.4780,0.1027,-0.0288,0.9847,0.990
44.4850,0.1032,-0.0283,0.9842,0.990
44.4850,0.1032,-0.0283,0.9842,0.990
44.4850,0.1013,-0.0278,0.9842,0.990
44.4860,0.1022,-0.0273,0.9822,0.988
44.4900,0.1008,-0.0283,0.9813,0.987
44.4910,0.0988,-0.0273,0.9798,0.985
44.4960,0.0983,-0.0273,0.9783,0.984
44.5040,0.0974,-0.0273,0.9778,0.983
44.5040,0.0954,-0.0263,0.9783,0.983
44.5040,0.0939,-0.0249,0.9803,0.985
44.5050,0.0930,-0.0244,0.9822,0.987
44.5080,0.0939,-0.0239,0.9857,0.990
44.5120,0.0934,-0.0239,0.9891,0.994
44.5130,0.0920,-0.0229,0.9876,0.992
44.5200,0.0930,-0.0229,0.9901,0.995
44.5200,0.0934,-0.0214,0.9915,0.996
44.5200,0.0915,-0.0209,0.9930,0.997
44.5230,0.0905,-0.0185,0.9930,0.997
44.5230,0.0915,-0.0146,0.9949,0.999
44.5260,0.0930,-0.0141,0.9954,1.000
44.5310,0.0900,-0.0112,0.9940,0.998
44.5320,0.0910,-0.0097,0.9925,0.997
44.5350,0.0905,-0.0087,0.9905,0.995
44.5380,0.0910,-0.0068,0.9881,0.992
44.5390,0.0930,-0.0034,0.9886,0.993
44.5430,0.0920,-0.0029,0.9866,0.991
44.5460,0.0910,-0.0029,0.9847,0.989
44.5540,0.0920,-0.0029,0.9813,0.986
44.5540,0.0934,-0.0019,0.9788,0.983
44.5540,0.0939,0.0010,0.9783,0.983
44.5550,0.0915,0.0015,0.9769,0.981
44.5600,0.0895,0.0040,0.9769,0.981
44.5640,0.0905,0.0064,0.9759,0.980
44.5650,0.0900,0.0054,0.9739,0.978
44.5650,0.0920,0.0069,0.9705,0.975
44.5720,0.0910,0.0084,0.9700,0.974
44.5720,0.0895,0.0074,0.9705,0.975
44.5730,0.0890,0.0084,0.9700,0.974
44.5760,0.0886,0.0108,0.9676,0.972
44.5770,0.0871,0.0098,0.9686,0.973
44.5820,0.0856,0.0118,0.9700,0.974
44.5830,0.0871,0.0098,0.9715,0.975
44.5860,0.0856,0.0089,0.9734,0.977
44.5860,0.0851,0.0079,0.9773,0.981
44.5890,0.0856,0.0084,0.9808,0.985
44.5920,0.0851,0.0079,0.9832,0.987
44.5950,0.0856,0.0084,0.9861,0.990
44.5970,0.0905,0.0093,0.9910,0.995
44.6010,0.0881,0.0084,0.9944,0.998
44.6010,0.0871,0.0069,0.9959,1.000
44.6070,0.0876,0.0054,0.9979,1.002
44.6100,0.0910,0.0054,0.9984,1.003
44.6100,0.0915,0.0045,0.9998,1.004
44.6100,0.0925,0.0049,1.0032,1.008
44.6230,0.0930,0.0030,1.0032,1.008
44.6240,0.0939,0.0030,1.0052,1.010
44.6250,0.0959,0.0020,1.0067,1.011
44.6250,0.0964,0.0015,1.0091,1.014
44.6400,0.0964,-0.0009,1.0116,1.016
44.6410,0.0974,-0.0014,1.0096,1.014
44.6410,0.0988,-0.0029,1.0111,1.016
44.6420,0.1008,-0.0034,1.0096,1.015
44.6420,0.1013,-0.0043,1.0086,1.014
44.6430,0.1022,-0.0053,1.0052,1.010
44.6430,0.1018,-0.0053,1.0008,1.006
44.6430,0.1027,-0.0048,1.0013,1.007
44.6440,0.1032,-0.0058,0.9979,1.003
44.6490,0.1022,-0.0053,0.9954,1.001
44.6500,0.1018,-0.0073,0.9901,0.995
44.6500,0.1008,-0.0058,0.9896,0.995
44.6530,0.1018,-0.0058,0.9871,0.992
44.6550,0.0998,-0.0073,0.9866,0.992
44.6580,0.0974,-0.0063,0.9852,0.990
44.6600,0.0954,-0.0073,0.9876,0.992
44.6630,0.0944,-0.0082,0.9881,0.993
44.6680,0.0915,-0.0102,0.9901,0.994
44.6680,0.0895,-0.0097,0.9901,0.994
44.6730,0.0876,-0.0087,0.9925,0.996
44.6730,0.0861,-0.0087,0.9974,1.001
44.6770,0.0856,-0.0097,0.9984,1.002
44.6780,0.0842,-0.0082,1.0003,1.004
44.6830,0.0812,-0.0068,1.0028,1.006
44.6830,0.0807,-0.0058,1.0052,1.008
44.6860,0.0788,-0.0073,1.0032,1.006
44.6900,0.0793,-0.0058,1.0018,1.005
44.6930,0.0798,-0.0038,1.0018,1.005
44.6930,0.0803,-0.0014,0.9993,1.003
44.6960,0.0783,-0.0004,0.9935,0.997
44.7000,0.0768,-0.0009,0.9915,0.994
44.7010,0.0783,0.0001,0.9891,0.992
44.7060,0.0778,0.0010,0.9891,0.992
44.7070,0.0783,0.0005,0.9881,0.991
44.7120,0.0778,0.0015,0.9876,0.991
44.7120,0.0788,0.0025,0.9866,0.990
44.7220,0.0798,0.0020,0.9852,0.988
44.7220,0.0817,0.0030,0.9847,0.988
44.7230,0.0822,0.0045,0.9847,0.988
44.7230,0.0842,0.0059,0.9866,0.990
44.7230,0.0861,0.0059,0.9837,0.987
44.7300,0.0890,0.0059,0.9847,0.989
44.7300,0.0890,0.0054,0.9813,0.985
44.7380,0.0930,0.0069,0.9769,0.981
44.7390,0.0949,0.0069,0.9739,0.979
44.7390,0.0964,0.0064,0.9754,0.980
44.7390,0.0954,0.0069,0.9764,0.981
44.7410,0.0959,0.0059,0.9759,0.981
44.7450,0.0969,0.0064,0.9788,0.984
44.7460,0.0983,0.0054,0.9822,0.987
44.7490,0.0974,0.0030,0.9852,0.990
44.7510,0.0978,0.0015,0.9881,0.993
44.7520,0.0959,0.0001,0.9935,0.998
44.7560,0.0959,-0.0004,0.9964,1.001
44.7580,0.0959,-0.0009,0.9974,1.002
44.7610,0.0949,-0.0043,0.9988,1.003
44.7660,0.0954,-0.0038,1.0008,1.005
44.7660,0.0934,-0.0053,1.0003,1.005
44.7690,0.0939,-0.0048,0.9998,1.004
44.7770,0.0939,-0.0073,0.9974,1.002
44.7780,0.0934,-0.0082,0.9969,1.001
44.7780,0.0949,-0.0068,0.9954,1.000
44.7820,0.0944,-0.0082,0.9944,0.999
44.7820,0.0954,-0.0107,0.9925,0.997
44.7840,0.0944,-0.0117,0.9920,0.997
44.7860,0.0934,-0.0126,0.9935,0.998
44.7890,0.0920,-0.0146,0.9944,0.999
44.7920,0.0930,-0.0151,0.9935,0.998
44.7940,0.0949,-0.0161,0.9954,1.000
44.7960,0.0969,-0.0141,0.9979,1.003
44.7990,0.0988,-0.0161,0.9974,1.002
44.8010,0.0998,-0.0185,0.9949,1.000
44.8020,0.1013,-0.0185,0.9940,0.999
44.8060,0.1027,-0.0205,0.9910,0.997
44.8080,0.1027,-0.0185,0.9896,0.995
44.8100,0.1032,-0.0170,0.9866,0.992
44.8180,0.1047,-0.0175,0.9837,0.989
44.8180,0.1057,-0.0166,0.9798,0.986
44.8190,0.1057,-0.0175,0.9822,0.988
44.8200,0.1027,-0.0185,0.9842,0.990
44.8240,0.0983,-0.0205,0.9837,0.989
44.8260,0.0974,-0.0209,0.9871,0.992
44.8280,0.0959,-0.0219,0.9905,0.995
44.8330,0.0944,-0.0219,0.9920,0.997
44.8330,0.0944,-0.0234,0.9964,1.001
44.8350,0.0934,-0.0244,0.9984,1.003
44.8380,0.0886,-0.0258,0.9979,1.002
44.8400,0.0856,-0.0268,0.9998,1.004
44.8420,0.0866,-0.0253,0.9974,1.001
44.8450,0.0851,-0.0244,0.9988,1.003
44.8490,0.0842,-0.0244,0.9993,1.003
44.8520,0.0827,-0.0253,0.9959,1.000
44.8520,0.0827,-0.0239,0.9949,0.999
44.8560,0.0876,-0.0219,0.9935,0.998
44.8590,0.0866,-0.0219,0.9896,0.994
44.8590,0.0871,-0.0195,0.9866,0.991
44.8660,0.0876,-0.0185,0.9842,0.988
